Game Date,Home Team,Home Team Score,Away Team,Away Team Score,temperature,weather,wind,season,week
10/13/16,Broncos,13,Chargers,21,69 F,Clear,6,2016,6
10/18/15,Bengals,34,Bills,21,37 F,Mostly Cloudy,2,2015,6
10/18/09,Panthers,28,Buccaneers,21,64 F,A Few Clouds,17,2009,6
10/18/09,Bears,14,Falcons,21,49 F,Fair,13,2009,6
10/14/21,Buccaneers,28,Eagles,22,70 F,Partly Cloudy,3,2021,6
10/12/14,Patriots,37,Bills,22,59 F,A Few Clouds,3,2014,6
10/17/21,Dolphins,20,Jaguars,23,61 F,Mostly Cloudy,10,2021,6
10/17/21,Seahawks,20,Steelers,23,51 F,Clear,3,2021,6
10/13/19,Bengals,17,Ravens,23,61 F,Mostly Cloudy,3,2019,6
10/14/19,Lions,22,Packers,23,42 F,Clear,0,2019,6
10/14/18,Panthers,17,Washington,23,54 F,Partly Cloudy,0,2018,6
10/12/17,Eagles,28,Panthers,23,73 F,Mostly Cloudy,5,2017,6
10/15/17,Packers,10,Vikings,23,47 F,Mostly Cloudy,4,2017,6
10/18/15,Broncos,26,Browns,23,46 F,Mostly Cloudy,11,2015,6
10/18/15,Panthers,27,Seahawks,23,59 F,Overcast,4,2015,6
10/12/14,Cowboys,30,Seahawks,23,66 F,Overcast,5,2014,6
10/14/12,Raiders,20,Falcons,23,74 F,Mostly Cloudy,5,2012,6
10/14/12,Lions,26,Eagles,23,73 F,Mostly Cloudy,14,2012,6
10/18/09,Rams,20,Jaguars,23,59 F,A Few Clouds,13,2009,6
10/19/09,Broncos,34,Chargers,23,70 F,Overcast,12,2009,6
10/10/24,49ers,36,Seahawks,24,60 F,Clear,5,2024,6
10/16/22,Ravens,20,Giants,24,62 F,Partly Cloudy,2,2022,6
10/16/22,Panthers,10,Rams,24,70 F,Mostly Cloudy,5,2022,6
10/17/21,Raiders,34,Broncos,24,72 F,Foggy,5,2021,6
10/13/19,Texans,31,Chiefs,24,58 F,Clear,2,2019,6
10/13/19,Cowboys,22,Jets,24,65 F,Mostly Cloudy,3,2019,6
10/15/17,Bears,27,Ravens,24,68 F,Mostly Cloudy,4,2017,6
10/12/14,Packers,27,Dolphins,24,88 F,Mostly Cloudy,12,2014,6
10/13/13,Bengals,27,Bills,24,68 F,Overcast,5,2013,6
10/13/13,Raiders,7,Chiefs,24,70 F,Fair,11,2013,6
10/14/12,Patriots,23,Seahawks,24,63 F,Lt Rain,3,2012,6
10/14/12,Packers,42,Texans,24,77 F,Partly Cloudy,7,2012,6
10/15/12,Broncos,35,Chargers,24,70 F,Clear,N/A,2012,6
10/16/11,Rams,3,Packers,24,58 F,Partly Cloudy And Breezy,21,2011,6
10/16/11,Browns,17,Raiders,24,74 F,Mostly Cloudy,12,2011,6
10/17/11,Dolphins,6,Jets,24,69 F,Fair,5,2011,6
10/18/15,Cardinals,13,Steelers,25,42 F,Mostly Cloudy,8,2015,6
10/18/15,Ravens,20,49ers,25,68 F,Partly Cloudy,10,2015,6
10/15/23,Cardinals,9,Rams,26,81 F,Clear,6,2023,6
10/16/22,Bengals,30,Saints,26,83 F,Mostly Cloudy,3,2022,6
10/16/22,Cowboys,17,Eagles,26,59 F,Mostly Cloudy,1,2022,6
10/13/19,Panthers,37,Buccaneers,26,51 F,Overcast,4,2019,6
10/15/17,49ers,24,Washington,26,69 F,Mostly Cloudy,3,2017,6
10/16/16,Falcons,24,Seahawks,26,54 F,Mostly Cloudy,5,2016,6
10/16/16,Colts,23,Texans,26,80 F,Clear,6,2016,6
10/11/12,Steelers,23,Titans,26,61 F,Overcast,4,2012,6
10/16/11,Saints,20,Buccaneers,26,86 F,Mostly Cloudy,10,2011,6
10/18/09,Lions,0,Packers,26,43 F,Fair,10,2009,6
10/13/24,Buccaneers,51,Saints,27,81 F,Clear,6,2024,6
10/14/18,Cardinals,17,Vikings,27,33 F,Light Snow,7,2018,6
10/16/16,Eagles,20,Washington,27,69 F,Clear,5,2016,6
10/16/16,Ravens,23,Giants,27,66 F,Mostly Cloudy,6,2016,6
10/18/15,Chargers,20,Packers,27,49 F,Clear,8,2015,6
10/18/15,Patriots,34,Colts,27,43 F,Clear,2,2015,6
10/19/15,Giants,7,Eagles,27,44 F,Clear,6,2015,6
10/12/14,Giants,0,Eagles,27,57 F,Mostly Cloudy,5,2014,6
10/10/13,Giants,21,Bears,27,63 F,Fair,6,2013,6
10/16/11,Bills,24,Giants,27,67 F,Partly Cloudy With Haze,5,2011,6
10/16/11,Colts,17,Bengals,27,77 F,Fair,16,2011,6
10/18/09,Browns,14,Steelers,27,42 F,Partly Cloudy,8,2009,6
10/16/22,49ers,14,Falcons,28,78 F,Clear,4,2022,6
10/17/21,Vikings,34,Panthers,28,63 F,Clear,7,2021,6
10/13/19,Seahawks,32,Browns,28,61 F,Clear,7,2019,6
10/16/16,Browns,26,Titans,28,79 F,Partly Cloudy,7,2016,6
10/17/16,Jets,3,Cardinals,28,86 F,Clear,4,2016,6
10/9/14,Colts,33,Texans,28,77 F,Partly Cloudy,3,2014,6
10/12/14,Chargers,31,Raiders,28,86 F,A Few Clouds,7,2014,6
10/17/21,Cowboys,35,Patriots,29,61 F,Clear,8,2021,6
10/16/11,Texans,14,Ravens,29,68 F,Fair,18,2011,6
10/13/24,Washington,23,Ravens,30,74 F,Clear,10,2024,6
10/16/16,Steelers,15,Dolphins,30,82 F,Partly Cloudy,11,2016,6
10/12/14,Washington,20,Cardinals,30,93 F,A Few Clouds,14,2014,6
10/13/13,Saints,27,Patriots,30,47 F,Fair,0,2013,6
10/17/21,Texans,3,Colts,31,59 F,Clear,7,2021,6
10/14/18,Bears,28,Dolphins,31,88 F,Humid And Partly Cloudy,7,2018,6
10/16/16,Rams,28,Lions,31,64 F,Mostly Cloudy,11,2016,6
10/15/15,Falcons,21,Saints,31,69 F,Clear,2,2015,6
10/12/14,Steelers,10,Browns,31,64 F,Fair,7,2014,6
10/13/13,Washington,16,Cowboys,31,72 F,Fair,6,2013,6
,,,,,,,,,
10/14/12,Cowboys,29,Ravens,31,80 F,Fair,8,2012,6
10/16/11,Panthers,17,Falcons,31,81 F,Fair,5,2011,6
10/13/13,Cardinals,20,49ers,32,67 F,Clear,N/A,2013,6
10/15/18,49ers,30,Packers,33,35 F,Partly Cloudy,4,2018,6
10/15/17,Browns,17,Texans,33,85 F,Clear,2,2017,6
10/18/09,Ravens,31,Vikings,33,48 F,Mostly Cloudy,10,2009,6
10/13/24,Cardinals,13,Packers,34,50 F,Rain,9,2024,6
10/16/22,Jaguars,27,Colts,34,63 F,Clear,8,2022,6
10/17/21,Chargers,6,Ravens,34,62 F,Clear,13,2021,6
10/18/21,Bills,31,Titans,34,61 F,Clear,2,2021,6
10/13/19,Falcons,33,Cardinals,34,87 F,Clear,2,2019,6
10/14/18,Buccaneers,29,Falcons,34,73 F,Clear,3,2018,6
10/18/15,Washington,20,Jets,34,48 F,Mostly Cloudy,10,2015,6
10/14/12,Bengals,24,Browns,34,75 F,Fair And Breezy,18,2012,6
10/13/24,Jaguars,16,Bears,35,57 F,Overcast,6,2024,6
10/10/19,Giants,14,Patriots,35,54 F,Mostly Cloudy,9,2019,6
10/16/16,Bengals,17,Patriots,35,66 F,Clear,7,2016,6
10/13/13,Jaguars,19,Broncos,35,59 F,Partly Cloudy With Haze,4,2013,6
10/14/12,Colts,9,Jets,35,70 F,Partly Cloudy,11,2012,6
10/16/17,Colts,22,Titans,36,53 F,Clear,1,2017,6
10/15/23,Colts,20,Jaguars,37,74 F,Clear,13,2023,6
10/18/15,Bears,34,Lions,37,50 F,Partly Cloudy,8,2015,6
10/12/14,Panthers,37,Bengals,37,62 F,Overcast,6,2014,6
10/13/19,Eagles,20,Vikings,38,39 F,Overcast,9,2019,6
10/15/17,Buccaneers,33,Cardinals,38,92 F,Clear,1,2017,6
10/14/12,Chiefs,10,Buccaneers,38,88 F,Partly Cloudy,9,2012,6
10/14/12,Vikings,26,Washington,38,71 F,Fair,12,2012,6
10/16/11,Vikings,10,Bears,39,53 F,Fair,10,2011,6
10/14/18,Jaguars,7,Cowboys,40,78 F,Mostly Cloudy,4,2018,6
10/16/16,Panthers,38,Saints,41,82 F,Clear,4,2016,6
10/15/23,Panthers,21,Dolphins,42,86 F,Clear,13,2023,6
10/14/18,Colts,34,Jets,42,57 F,Mostly Cloudy,5,2018,6
10/14/18,Chiefs,40,Patriots,43,45 F,Clear,2,2018,6
10/16/16,49ers,16,Bills,45,72 F,Mostly Cloudy,9,2016,6
10/18/09,Giants,27,Saints,48,58 F,Fair,12,2009,6
10/15/17,Lions,38,Saints,52,83 F,Possible Light Rain,2,2017,6
10/18/09,Titans,0,Patriots,59,40 F,Rain Fog/Mist,9,2009,6
10/18/20,Broncos,18,Patriots,12,58 F,Partly Cloudy,6,2020,6
10/18/20,Texans,36,Titans,42,61 F,Mostly Cloudy,6,2020,6
10/18/20,Browns,7,Steelers,38,60 F,Mostly Cloudy,8,2020,6
10/18/20,Ravens,30,Eagles,28,64 F,Clear,7,2020,6
10/18/20,Washington,19,Giants,20,63 F,Partly Cloudy,11,2020,6
10/18/20,Falcons,40,Vikings,23,34 F,Clear,9,2020,6
10/18/20,Lions,34,Jaguars,16,79 F,Humid And Partly Cloudy,9,2020,6
10/18/20,Bengals,27,Colts,31,58 F,Mostly Cloudy,11,2020,6
10/18/20,Bears,23,Panthers,16,61 F,Clear,4,2020,6
10/18/20,Jets,0,Dolphins,24,82 F,Humid And Partly Cloudy,14,2020,6
10/18/20,Packers,10,Buccaneers,38,86 F,Partly Cloudy,15,2020,6
10/18/20,Rams,16,49ers,24,83 F,Clear,6,2020,6
10/19/20,Chiefs,26,Bills,17,50 F,Overcast,3,2020,6
10/19/20,Cardinals,38,Cowboys,10,64 F,Clear,4,2020,6
10/17/10,Browns,10,Steelers,28,60 F,Fair,10,2010,6
10/17/10,Saints,31,Buccaneers,6,79 F,Partly Cloudy,4,2010,6
10/17/10,Dolphins,23,Packers,20,54 F,Fair,6,2010,6
10/17/10,Chargers,17,Rams,20,65 F,Fair,3,2010,6
10/17/10,Ravens,20,Patriots,23,57 F,Overcast,8,2010,6
10/17/10,Chiefs,31,Texans,35,78 F,Mostly Cloudy,0,2010,6
10/17/10,Lions,20,Giants,28,63 F,Fair,9,2010,6
10/17/10,Falcons,17,Eagles,31,66 F,Partly Cloudy,13,2010,6
10/17/10,Seahawks,23,Bears,20,61 F,Partly Cloudy,8,2010,6
10/17/10,Raiders,9,49ers,17,59 F,Overcast,10,2010,6
10/17/10,Jets,24,Broncos,20,73 F,Partly Cloudy,9,2010,6
10/17/10,Cowboys,21,Vikings,24,56 F,Overcast,9,2010,6
10/17/10,Colts,27,Washington,24,65 F,Fair,11,2010,6
10/18/10,Titans,30,Jaguars,3,75 F,Partly Cloudy,9,2010,6
10/23/22,Packers,21,Washington,0,62 F,Overcast,7,2022,7
10/20/19,49ers,9,Washington,0,55 F,Light Rain,8,2019,7
10/21/19,Patriots,33,Jets,0,56 F,Clear,1,2019,7
10/22/17,Jaguars,27,Colts,0,74 F,Partly Cloudy,5,2017,7
10/23/11,Chiefs,28,Raiders,0,77 F,A Few Clouds,6,2011,7
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2010,7
10/25/09,Jets,38,Raiders,0,67 F,A Few Clouds,5,2009,7
10/20/24,Eagles,28,Giants,3,62 F,Fog,8,2024,7
10/22/15,Seahawks,20,49ers,3,66 F,Clear,3,2015,7
10/20/13,Cowboys,17,Eagles,3,62 F,A Few Clouds,12,2013,7
10/25/09,Packers,31,Browns,3,54 F,Overcast,5,2009,7
10/17/19,Chiefs,30,Broncos,6,72 F,Mostly Cloudy,5,2019,7
10/23/16,Seahawks,6,Cardinals,6,91 F,Clear,1,2016,7
10/20/13,Chargers,24,Jaguars,6,77 F,Fair,7,2013,7
10/23/11,Seahawks,3,Browns,6,63 F,Overcast,9,2011,7
10/25/09,Colts,42,Rams,6,61 F,Partly Cloudy,5,2009,7
10/21/18,Texans,20,Jaguars,7,70 F,Partly Cloudy,13,2018,7
10/22/17,Seahawks,24,Giants,7,72 F,Clear,2,2017,7
10/25/15,Falcons,10,Titans,7,61 F,Overcast,8,2015,7
10/23/11,Texans,41,Titans,7,69 F,Mostly Cloudy,4,2011,7
10/25/09,Chargers,37,Chiefs,7,59 F,Fair,10,2009,7
10/25/09,Patriots,35,Buccaneers,7,61 F,Partly Cloudy,17,2009,7
,,,,,,,,,
10/23/22,Jets,16,Broncos,9,67 F,Foggy,7,2022,7
10/22/17,Titans,12,Browns,9,74 F,Clear,4,2017,7
10/25/09,Bills,20,Panthers,9,59 F,Mostly Cloudy,9,2009,7
10/17/24,Broncos,33,Saints,10,68 F,Clear,5,2024,7
10/25/21,Saints,13,Seahawks,10,53 F,Light Rain,14,2021,7
10/20/19,Rams,37,Falcons,10,67 F,Overcast,7,2019,7
10/18/18,Broncos,45,Cardinals,10,79 F,Clear,1,2018,7
10/21/18,Rams,39,49ers,10,71 F,Partly Cloudy,2,2018,7
10/22/17,Cowboys,40,49ers,10,69 F,Clear,2,2017,7
10/23/16,Giants,17,Rams,10,54 F,Partly Cloudy,10,2016,7
10/24/11,Ravens,7,Jaguars,12,69 F,Fair,0,2011,7
10/22/23,Falcons,13,Buccaneers,13,81 F,Mostly Cloudy,0,2023,7
10/19/14,Cardinals,24,Raiders,13,70 F,A Few Clouds,14,2014,7
10/18/12,Seahawks,6,49ers,13,73 F,Clear,N/A,2012,7
10/22/12,Lions,7,Bears,13,66 F,Overcast,9,2012,7
10/20/24,Seahawks,34,Falcons,14,68 F,Clear,5,2024,7
10/20/24,Bengals,21,Browns,14,67 F,Clear,5,2024,7
10/21/24,Chargers,15,Cardinals,14,84 F,Clear,0,2024,7
10/22/23,Washington,7,Giants,14,54 F,Mostly Cloudy,14,2023,7
10/24/22,Bears,33,Patriots,14,57 F,Overcast,3,2022,7
10/19/14,Dolphins,27,Bears,14,55 F,Mostly Cloudy,12,2014,7
10/21/12,Cowboys,19,Panthers,14,67 F,Fair,4,2012,7
10/23/11,Broncos,18,Dolphins,15,79 F,Partly Cloudy,11,2011,7
10/20/24,Dolphins,10,Colts,16,66 F,Clear,6,2024,7
10/23/22,Steelers,10,Dolphins,16,77 F,Partly Cloudy,8,2022,7
10/20/19,Ravens,30,Seahawks,16,49 F,Drizzle,6,2019,7
10/23/16,Raiders,33,Jaguars,16,72 F,Clear,5,2016,7
10/23/16,Patriots,27,Steelers,16,63 F,Clear,6,2016,7
10/23/11,Falcons,23,Lions,16,61 F,A Few Clouds,12,2011,7
10/22/23,Steelers,24,Rams,17,73 F,Clear,9,2023,7
10/23/22,Giants,23,Jaguars,17,76 F,Clear,2,2022,7
10/21/21,Broncos,14,Browns,17,57 F,Mostly Cloudy,16,2021,7
10/24/21,Bengals,41,Ravens,17,61 F,Mostly Cloudy,6,2021,7
10/20/19,Jaguars,27,Bengals,17,72 F,Partly Cloudy,1,2019,7
10/21/18,Panthers,21,Eagles,17,47 F,Mostly Cloudy,9,2018,7
10/21/18,Vikings,37,Jets,17,46 F,Overcast,11,2018,7
10/22/17,Panthers,3,Bears,17,67 F,Overcast,4,2017,7
10/22/17,Saints,26,Packers,17,51 F,Mostly Cloudy,5,2017,7
10/23/16,Buccaneers,34,49ers,17,69 F,Clear,2,2016,7
10/19/14,Vikings,16,Bills,17,45 F,Mostly Cloudy,8,2014,7
10/20/13,Texans,16,Chiefs,17,70 F,Fair,10,2013,7
10/20/13,49ers,31,Titans,17,58 F,Fair,4,2013,7
10/21/12,Browns,13,Colts,17,64 F,A Few Clouds,7,2012,7
10/21/12,Steelers,24,Bengals,17,53 F,Fair,0,2012,7
10/25/09,Cardinals,24,Giants,17,58 F,Fair,5,2009,7
10/26/09,Eagles,27,Washington,17,55 F,Fair,5,2009,7
10/20/24,Chiefs,28,49ers,18,78 F,Clear,0,2024,7
10/24/21,Colts,30,49ers,18,62 F,Light Rain,16,2021,7
10/23/11,Bears,24,Buccaneers,18,67 F,Fair,15,2011,7
10/22/23,Packers,17,Broncos,19,72 F,Partly Cloudy,7,2023,7
10/23/22,Colts,10,Titans,19,73 F,Clear,10,2022,7
10/25/15,Vikings,28,Lions,19,58 F,Clear,5,2015,7
10/19/14,Titans,17,Washington,19,57 F,Fair,16,2014,7
10/20/13,Ravens,16,Steelers,19,52 F,Fair,7,2013,7
10/20/24,Raiders,15,Rams,20,81 F,Rain,8,2024,7
10/22/23,Cardinals,10,Seahawks,20,55 F,Overcast,5,2023,7
10/21/18,Titans,19,Chargers,20,64 F,Clear,7,2018,7
10/21/18,Cowboys,17,Washington,20,51 F,Partly Cloudy,11,2018,7
10/23/16,Washington,17,Lions,20,59 F,Clear,5,2016,7
10/19/14,Chiefs,23,Chargers,20,71 F,Na,6,2014,7
10/21/12,Packers,30,Rams,20,74 F,Partly Cloudy,5,2012,7
10/23/11,Steelers,32,Cardinals,20,93 F,Clear,3,2011,7
10/23/22,Buccaneers,3,Panthers,21,72 F,Clear,3,2022,7
10/20/19,Cardinals,27,Giants,21,57 F,Overcast,2,2019,7
10/21/18,Lions,32,Dolphins,21,88 F,Partly Cloudy,5,2018,7
10/22/17,Broncos,0,Chargers,21,89 F,Clear,2,2017,7
10/23/16,Vikings,10,Eagles,21,61 F,Mostly Cloudy,10,2016,7
10/25/15,Saints,27,Colts,21,61 F,Partly Cloudy,7,2015,7
10/20/13,Bills,23,Dolphins,21,87 F,Mostly Cloudy,11,2013,7
10/21/12,Cardinals,14,Vikings,21,63 F,A Few Clouds,11,2012,7
10/23/23,49ers,17,Vikings,22,60 F,Partly Cloudy,5,2023,7
10/17/13,Seahawks,34,Cardinals,22,73 F,Fair,5,2013,7
10/23/22,Browns,20,Ravens,23,65 F,Overcast,8,2022,7
10/23/22,Seahawks,37,Chargers,23,71 F,Clear,7,2022,7
10/23/22,Chiefs,44,49ers,23,67 F,Clear,7,2022,7
10/20/19,Chargers,20,Titans,23,75 F,Clear,2,2019,7
10/21/18,Saints,24,Ravens,23,52 F,Partly Cloudy,12,2018,7
10/22/18,Giants,20,Falcons,23,54 F,Partly Cloudy,1,2018,7
10/22/17,Falcons,7,Patriots,23,56 F,Partly Cloudy,0,2017,7
10/25/15,Steelers,13,Chiefs,23,64 F,Clear,6,2015,7
10/21/13,Vikings,7,Giants,23,57 F,Fair,7,2013,7
10/20/24,Texans,22,Packers,24,68 F,Clear,9,2024,7
10/19/23,Jaguars,31,Saints,24,77 F,Mostly Cloudy,14,2023,7
10/23/22,Lions,6,Cowboys,24,78 F,Partly Cloudy,19,2022,7
10/24/21,Washington,10,Packers,24,49 F,Partly Cloudy,9,2021,7
10/22/17,Ravens,16,Vikings,24,54 F,Clear,3,2017,7
10/23/16,Ravens,16,Jets,24,58 F,Partly Cloudy,11,2016,7
,,,,,,,,,
10/25/15,Browns,6,Rams,24,62 F,Partly Cloudy,7,2015,7
10/19/14,Saints,23,Lions,24,51 F,Fair,9,2014,7
10/19/14,Browns,6,Jaguars,24,74 F,Mostly Cloudy,10,2014,7
10/20/13,Bengals,27,Lions,24,54 F,Mostly Cloudy,8,2013,7
10/25/09,49ers,21,Texans,24,79 F,Partly Cloudy,11,2009,7
10/24/21,Panthers,3,Giants,25,58 F,Drizzle,5,2021,7
10/20/19,Saints,36,Bears,25,53 F,Partly Cloudy,5,2019,7
10/21/18,Browns,23,Buccaneers,26,80 F,Clear,5,2018,7
10/20/16,Bears,10,Packers,26,47 F,Mostly Cloudy,3,2016,7
10/23/16,Colts,34,Titans,26,71 F,Clear,5,2016,7
10/26/15,Ravens,18,Cardinals,26,75 F,Clear,2,2015,7
10/21/12,Jaguars,23,Raiders,26,63 F,Mostly Cloudy,11,2012,7
10/24/21,Chiefs,3,Titans,27,74 F,Partly Cloudy,10,2021,7
10/23/16,Saints,21,Chiefs,27,69 F,Clear,6,2016,7
10/24/16,Texans,9,Broncos,27,66 F,Partly Cloudy,2,2016,7
10/25/15,Cowboys,20,Giants,27,59 F,Partly Cloudy,10,2015,7
10/25/15,Eagles,16,Panthers,27,64 F,Mostly Cloudy,0,2015,7
10/16/14,Jets,25,Patriots,27,63 F,Overcast,5,2014,7
10/19/14,Bengals,0,Colts,27,54 F,Mostly Cloudy,9,2014,7
10/21/12,Washington,23,Giants,27,67 F,A Few Clouds,15,2012,7
10/23/11,Chargers,21,Jets,27,70 F,Fair With Haze,5,2011,7
10/23/11,Packers,33,Vikings,27,56 F,Mostly Cloudy,10,2011,7
10/25/09,Vikings,17,Steelers,27,51 F,Fair,4,2009,7
10/24/21,Falcons,30,Dolphins,28,84 F,Humid And Mostly Cloudy,8,2021,7
10/24/21,Lions,19,Rams,28,68 F,Mostly Cloudy,3,2021,7
10/23/16,Bills,25,Dolphins,28,80 F,Partly Cloudy,10,2016,7
10/19/14,Seahawks,26,Rams,28,62 F,Mostly Cloudy,4,2014,7
10/21/12,Saints,35,Buccaneers,28,81 F,Fair,7,2012,7
10/20/24,Lions,31,Vikings,29,68 F,Clear,14,2024,7
10/22/23,Bills,25,Patriots,29,58 F,Overcast,11,2023,7
10/22/17,Bengals,14,Steelers,29,73 F,Clear,1,2017,7
10/25/15,Raiders,37,Chargers,29,77 F,Mostly Cloudy,5,2015,7
10/19/14,Falcons,7,Ravens,29,57 F,Mostly Clear,0,2014,7
10/21/12,Jets,26,Patriots,29,60 F,Partly Cloudy,5,2012,7
10/22/23,Raiders,12,Bears,30,52 F,Clear,5,2023,7
10/20/19,Vikings,42,Lions,30,61 F,Mostly Cloudy,0,2019,7
10/20/19,Texans,23,Colts,30,68 F,Partly Cloudy,2,2019,7
10/22/17,Buccaneers,27,Bills,30,73 F,Clear,3,2017,7
10/23/16,Chargers,33,Falcons,30,74 F,Clear,2,2016,7
10/25/15,Jets,23,Patriots,30,58 F,Mostly Cloudy,6,2015,7
10/20/14,Texans,23,Steelers,30,51 F,Light Rain,8,2014,7
10/20/13,Patriots,27,Jets,30,65 F,Fair,12,2013,7
10/20/13,Rams,15,Panthers,30,64 F,Partly Cloudy,0,2013,7
10/21/24,Ravens,41,Buccaneers,31,81 F,Clear,9,2024,7
10/22/23,Chargers,17,Chiefs,31,72 F,Clear,11,2023,7
10/22/23,Dolphins,17,Eagles,31,55 F,Clear,10,2023,7
10/24/21,Texans,5,Cardinals,31,84 F,Clear,3,2021,7
10/20/19,Dolphins,21,Bills,31,59 F,Partly Cloudy,3,2019,7
10/21/18,Patriots,38,Bears,31,43 F,Clear,6,2018,7
10/19/17,Chiefs,30,Raiders,31,61 F,Partly Cloudy,4,2017,7
10/22/17,Jets,28,Dolphins,31,85 F,Humid And Partly Cloudy,9,2017,7
10/23/16,Browns,17,Bengals,31,66 F,Clear,6,2016,7
10/25/15,Buccaneers,30,Washington,31,70 F,Mostly Cloudy,8,2015,7
10/19/14,Giants,21,Cowboys,31,75 F,Clear,0,2014,7
10/20/13,Buccaneers,23,Falcons,31,67 F,Fair,0,2013,7
10/20/13,Browns,13,Packers,31,43 F,Overcast,6,2013,7
10/20/24,Patriots,16,Jaguars,32,62 F,Rain,9,2024,7
10/24/21,Eagles,22,Raiders,33,71 F,Mostly Cloudy,10,2021,7
10/22/17,Cardinals,0,Rams,33,52 F,Clear,4,2017,7
10/23/11,Washington,20,Panthers,33,67 F,Partly Cloudy,0,2011,7
10/20/24,Titans,10,Bills,34,63 F,Clear,10,2024,7
10/23/17,Washington,24,Eagles,34,69 F,Partly Cloudy,3,2017,7
10/25/15,Bills,31,Jaguars,34,51 F,Clear,3,2015,7
10/21/12,Titans,35,Bills,34,55 F,Partly Cloudy,14,2012,7
10/23/11,Rams,7,Cowboys,34,73 F,Partly Cloudy,5,2011,7
10/25/09,Saints,46,Dolphins,34,86 F,Fair,8,2009,7
10/23/22,Falcons,17,Bengals,35,73 F,Clear,8,2022,7
10/20/24,Jets,15,Steelers,37,73 F,Clear,7,2024,7
10/20/19,Eagles,10,Cowboys,37,82 F,Partly Cloudy,8,2019,7
10/21/18,Bills,5,Colts,37,45 F,Clear,3,2018,7
10/25/09,Falcons,21,Cowboys,37,73 F,Overcast,9,2009,7
10/22/23,Browns,39,Colts,38,51 F,Clear,11,2023,7
10/22/23,Lions,6,Ravens,38,62 F,Clear,19,2023,7
10/23/22,Texans,20,Raiders,38,62 F,Clear,10,2022,7
10/24/21,Bears,3,Buccaneers,38,83 F,Humid And Overcast,6,2021,7
10/19/14,Panthers,17,Packers,38,53 F,A Few Clouds,11,2014,7
10/20/13,Broncos,33,Colts,39,52 F,A Few Clouds,9,2013,7
10/20/24,Panthers,7,Washington,40,75 F,Clear,3,2024,7
10/20/22,Saints,34,Cardinals,42,88 F,Clear,2,2022,7
10/20/19,Raiders,24,Packers,42,54 F,Clear,3,2019,7
10/19/14,49ers,17,Broncos,42,63 F,A Few Clouds,0,2014,7
10/21/12,Ravens,13,Texans,43,83 F,Mostly Cloudy,11,2012,7
10/25/15,Texans,26,Dolphins,44,82 F,Mostly Cloudy,11,2015,7
10/21/18,Bengals,10,Chiefs,45,58 F,Clear,6,2018,7
10/20/13,Bears,41,Washington,45,62 F,Fair,8,2013,7
10/25/09,Bears,10,Bengals,45,55 F,Fair,0,2009,7
10/24/21,Jets,13,Patriots,54,55 F,Clear,5,2021,7
,,,,,,,,,
10/23/11,Colts,7,Saints,62,70 F,Partly Sunny,3,2011,7
10/22/20,Giants,21,Eagles,22,68 F,Partly Cloudy,3,2020,7
10/25/20,Steelers,27,Titans,24,58 F,Overcast,2,2020,7
10/25/20,Cowboys,3,Washington,25,46 F,Overcast,6,2020,7
10/25/20,Bills,18,Jets,10,50 F,Partly Cloudy,6,2020,7
10/25/20,Panthers,24,Saints,27,71 F,Partly Cloudy,5,2020,7
10/25/20,Packers,35,Texans,20,71 F,Mostly Cloudy,5,2020,7
10/25/20,Browns,37,Bengals,34,48 F,Mostly Cloudy,5,2020,7
10/25/20,Lions,23,Falcons,22,72 F,Mostly Cloudy,2,2020,7
10/25/20,Buccaneers,45,Raiders,20,75 F,Clear,7,2020,7
10/25/20,49ers,33,Patriots,6,49 F,Overcast,5,2020,7
10/25/20,Chiefs,43,Broncos,16,14 F,Foggy,8,2020,7
10/25/20,Jaguars,29,Chargers,39,68 F,Mostly Cloudy,7,2020,7
10/25/20,Seahawks,34,Cardinals,37,83 F,Partly Cloudy,11,2020,7
10/26/20,Bears,10,Rams,24,73 F,Clear,4,2020,7
10/24/10,Eagles,19,Titans,37,76 F,Mostly Cloudy,16,2010,7
10/24/10,Bengals,32,Falcons,39,72 F,Partly Cloudy,6,2010,7
10/24/10,Browns,30,Saints,17,80 F,Mostly Cloudy,11,2010,7
10/24/10,Steelers,23,Dolphins,22,78 F,Heavy Rain Fog/Mist,12,2010,7
10/24/10,Rams,17,Buccaneers,18,84 F,A Few Clouds,8,2010,7
10/24/10,49ers,20,Panthers,23,70 F,Partly Cloudy,8,2010,7
10/24/10,Washington,17,Bears,14,63 F,Mostly Cloudy,10,2010,7
10/24/10,Jaguars,20,Chiefs,42,64 F,Overcast,13,2010,7
10/24/10,Bills,34,Ravens,37,72 F,Mostly Cloudy,7,2010,7
10/24/10,Cardinals,10,Seahawks,22,52 F,Light Rain,6,2010,7
10/24/10,Raiders,59,Broncos,14,59 F,Mostly Cloudy,15,2010,7
10/24/10,Patriots,23,Chargers,20,68 F,Partly Cloudy,6,2010,7
10/24/10,Vikings,24,Packers,28,59 F,Fog/Mist,4,2010,7
10/25/10,Giants,41,Cowboys,35,86 F,Mostly Cloudy,13,2010,7
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2010,8
10/29/17,Panthers,17,Buccaneers,3,63 F,Partly Cloudy,9,2017,8
10/29/12,49ers,24,Cardinals,3,84 F,Fair,3,2012,8
